# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 310         3.596       51.442      8.00        Vlissingen  
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
STN,YYYYMMDD,FG,TG,RH
  310,20220115,   42,   31,    0
  310,20220116,   53,   61,   16
  310,20220117,   39,   67,    0
  310,20220118,   17,   37,   -1
  310,20220119,   54,   58,   10
  310,20220120,   63,   52,    3
  310,20220121,   43,   54,    1
  310,20220122,   32,   61,    0
  310,20220123,   25,   58,    0
  310,20220124,   24,   40,    0
  310,20220125,   18,   30,    0
  310,20220126,   65,   46,    0
  310,20220127,   83,   70,    1
  310,20220128,   55,   65,    0
  310,20220129,  115,   86,   -1
  310,20220130,   50,   59,   -1
  310,20220131,  112,   63,   35
  310,20220201,   94,   76,   14
  310,20220202,   63,   82,   13
  310,20220203,   75,   73,    6
  310,20220204,  101,   70,   23
  310,20220205,  109,   71,    4
  310,20220206,  142,   80,  126
  310,20220207,   78,   62,   -1
  310,20220208,  101,   90,    0
  310,20220209,   68,   84,    3
  310,20220210,   51,   70,   23
  310,20220211,   48,   57,   -1
  310,20220212,   81,   43,    0
  310,20220213,  113,   66,   -1
  310,20220214,  103,   84,   11
  310,20220215,   97,   75,   64
  310,20220216,  159,  105,   35
  310,20220217,  124,   88,   -1
  310,20220218,  167,   86,   20
  310,20220219,  138,   67,   55
  310,20220220,  147,   86,  162
  310,20220221,  130,   76,   13
  310,20220222,   89,   81,   11
  310,20220223,   70,   78,    0
  310,20220224,  109,   70,   41
  310,20220225,   73,   61,    0
  310,20220226,   46,   56,    0
  310,20220227,   78,   62,    0
  310,20220228,   53,   60,    0
  310,20220301,   28,   65,    8
  310,20220302,   39,   71,    0
  310,20220303,   51,   72,    0
  310,20220304,   46,   66,    0
  310,20220305,   37,   49,    0
  310,20220306,   63,   38,    0
  310,20220307,   68,   40,    0
  310,20220308,   78,   58,    0
  310,20220309,   53,   79,    0
  310,20220310,   55,   91,    0
  310,20220311,   89,   97,   -1
  310,20220312,   78,   96,    3
  310,20220313,   88,  104,    1
  310,20220314,   45,   88,    1
  310,20220315,   39,   88,    5
  310,20220316,   67,   86,    1
  310,20220317,   53,   79,    1
  310,20220318,   37,   92,    0
  310,20220319,   85,   96,    0
  310,20220320,   45,   53,    2
  310,20220321,   35,   95,    0
  310,20220322,   35,  122,    0
  310,20220323,   22,  117,    0
  310,20220324,   27,  108,    0
  310,20220325,   44,  103,    0
  310,20220326,   54,  112,    0
  310,20220327,   39,   97,    0
  310,20220328,   30,   89,    0
  310,20220329,   44,   92,   -1
  310,20220330,   46,   85,   -1
  310,20220331,   85,   37,   67
  310,20220401,  102,   32,   44
  310,20220402,   64,   45,   -1
  310,20220403,   41,   49,    2
  310,20220404,  129,   74,   56
  310,20220405,   95,   97,   19
  310,20220406,  120,   96,   52
  310,20220407,  145,   90,  129
  310,20220408,   53,   68,   -1
  310,20220409,   58,   71,   -1
  310,20220410,   29,   86,    0
  310,20220411,   74,  108,    0
  310,20220412,   56,  123,    0
  310,20220413,   28,  120,   -1
  310,20220414,   35,  116,    0
  310,20220415,   31,  109,    0
  310,20220416,   48,  118,    0
  310,20220417,   52,  125,    0
  310,20220418,   36,  127,    0
  310,20220419,   38,  131,    0
  310,20220420,   57,  128,    0
  310,20220421,   65,  133,    0
  310,20220422,   69,  127,    0
  310,20220423,   78,  143,    0
  310,20220424,   76,  129,    0
  310,20220425,   55,  102,   13
  310,20220426,   58,   96,    8
  310,20220427,   41,   93,    0
  310,20220428,   47,  105,    0
  310,20220429,   55,  100,   -1
  310,20220430,   43,   90,    0
  310,20220501,   22,  103,   -1
  310,20220502,   35,  122,    0
  310,20220503,   39,  109,    0
  310,20220504,   26,  107,    0
  310,20220505,   39,  126,    0
  310,20220506,   31,  138,    0
  310,20220507,   43,  139,   -1
  310,20220508,   53,  127,    0
  310,20220509,   30,  153,    0
  310,20220510,   70,  156,    0
  310,20220511,   88,  147,    7
  310,20220512,   62,  140,    0
  310,20220513,   85,  135,    0
  310,20220514,   41,  145,    0
  310,20220515,   51,  192,    0
  310,20220516,   69,  171,    8
  310,20220517,   35,  192,   -1
  310,20220518,   46,  183,   -1
  310,20220519,   43,  170,   61
  310,20220520,   58,  141,  136
  310,20220521,   59,  144,    0
  310,20220522,   25,  174,    0
  310,20220523,   47,  154,   66
  310,20220524,   84,  134,   48
  310,20220525,   98,  140,   -1
  310,20220526,   99,  154,    0
  310,20220527,   63,  148,   -1
  310,20220528,   54,  130,   -1
  310,20220529,   46,  116,   24
  310,20220530,   25,  123,   -1
  310,20220531,   43,  141,   12
  310,20220601,   48,  133,    1
  310,20220602,   39,  150,    0
  310,20220603,   57,  186,    0
  310,20220604,   76,  179,   65
  310,20220605,   54,  159,  209
  310,20220606,   88,  141,  109
  310,20220607,   55,  157,    9
  310,20220608,   79,  159,   92
  310,20220609,   65,  165,    0
  310,20220610,   58,  172,   -1
  310,20220611,   66,  170,    0
  310,20220612,   57,  167,    0
  310,20220613,   41,  156,    0
  310,20220614,   33,  167,    0
  310,20220615,   38,  191,    0
  310,20220616,   28,  198,    0
  310,20220617,   44,  226,    0
  310,20220618,   61,  203,    0
  310,20220619,   64,  146,   49
  310,20220620,   49,  155,    0
  310,20220621,   38,  167,    0
  310,20220622,   50,  190,    0
  310,20220623,   49,  216,   -1
  310,20220624,   38,  192,   60
  310,20220625,   50,  175,   16
  310,20220626,   44,  177,    0
  310,20220627,   51,  175,   78
  310,20220628,   45,  188,    0
  310,20220629,   32,  201,    0
  310,20220630,   45,  158,  135
  310,20220701,   68,  161,    5
  310,20220702,   52,  185,    0
  310,20220703,   63,  174,    0
  310,20220704,   45,  180,    0
  310,20220705,   37,  175,    0
  310,20220706,   46,  183,    0
  310,20220707,   68,  168,    1
  310,20220708,   31,  184,    0
  310,20220709,   54,  181,    0
  310,20220710,   32,  181,    0
  310,20220711,   28,  202,    0
  310,20220712,   28,  230,    1
  310,20220713,   43,  207,    3
  310,20220714,   39,  183,    0
  310,20220715,   35,  185,    0
  310,20220716,   45,  189,    0
  310,20220717,   32,  205,    0
  310,20220718,   26,  259,    0
  310,20220719,   55,  272,    0
  310,20220720,   66,  213,   11
  310,20220721,   51,  178,  141
  310,20220722,   35,  178,    1
  310,20220723,   29,  201,    0
  310,20220724,   45,  229,    0
  310,20220725,   99,  205,   -1
  310,20220726,   48,  180,   12
  310,20220727,   41,  175,    0
  310,20220728,   58,  185,    0
  310,20220729,   36,  194,    0
  310,20220730,   30,  202,    0
  310,20220731,   77,  199,    2
  310,20220801,   35,  209,    0
  310,20220802,   65,  208,    0
  310,20220803,   43,  225,    0
  310,20220804,   45,  215,    0
  310,20220805,   44,  186,    0
  310,20220806,   27,  183,    0
  310,20220807,   33,  187,    0
  310,20220808,   45,  195,    0
  310,20220809,   53,  207,    0
  310,20220810,   49,  229,    0
  310,20220811,   44,  247,    0
  310,20220812,   45,  252,    0
  310,20220813,   40,  254,    0
  310,20220814,   41,  252,    0
  310,20220815,   47,  229,   12
  310,20220816,   39,  217,   40
  310,20220817,   35,  195,  150
  310,20220818,   30,  212,    0
  310,20220819,   63,  199,   14
  310,20220820,   52,  195,    0
  310,20220821,   51,  192,   -1
  310,20220822,   41,  213,   -1
  310,20220823,   34,  219,    0
  310,20220824,   30,  239,    0
  310,20220825,   52,  227,    0
  310,20220826,   47,  197,    0
  310,20220827,   42,  190,    0
  310,20220828,   55,  184,    0
  310,20220829,   43,  185,    0
  310,20220830,   64,  198,    0
  310,20220831,   70,  199,    0
  310,20220901,   52,  201,    0
  310,20220902,   42,  210,    0
  310,20220903,   29,  211,   -1
  310,20220904,   30,  216,    0
  310,20220905,   45,  222,   29
  310,20220906,   42,  206,  109
  310,20220907,   62,  200,   15
  310,20220908,   66,  178,  110
  310,20220909,   95,  170,  162
  310,20220910,   53,  181,  453
  310,20220911,   21,  196,    0
  310,20220912,   34,  204,   -1
  310,20220913,   35,  194,   12
  310,20220914,   33,  152,  149
  310,20220915,   46,  163,    3
  310,20220916,   63,  130,  225
  310,20220917,   73,  135,  123
  310,20220918,   73,  145,   20
  310,20220919,   44,  142,    9
  310,20220920,   25,  139,   14
  310,20220921,   18,  144,    0
  310,20220922,   32,  156,    0
  310,20220923,   52,  150,  121
  310,20220924,   60,  149,    6
  310,20220925,   36,  138,   35
  310,20220926,   85,  125,  175
  310,20220927,   64,  118,  114
  310,20220928,   40,  111,  109
  310,20220929,   25,  125,    5
  310,20220930,   82,  140,   48
  310,20221001,   92,  156,   64
  310,20221002,   50,  149,    8
  310,20221003,   33,  145,    0
  310,20221004,   68,  149,    0
  310,20221005,  107,  163,   -1
  310,20221006,   77,  142,    0
  310,20221007,   79,  144,   47
  310,20221008,   50,  134,   13
  310,20221009,   46,  135,    0
  310,20221010,   51,  125,   -1
  310,20221011,   19,  127,    0
  310,20221012,   35,  131,    0
  310,20221013,   46,  138,   21
  310,20221014,   46,  147,   16
  310,20221015,   73,  146,   34
  310,20221016,   60,  152,    6
  310,20221017,   51,  161,   34
  310,20221018,   28,  143,    0
  310,20221019,   75,  128,    0
  310,20221020,   65,  152,   10
  310,20221021,   65,  164,    0
  310,20221022,   61,  157,   -1
  310,20221023,   71,  159,  120
  310,20221024,  103,  152,   45
  310,20221025,   64,  145,   -1
  310,20221026,   64,  162,    3
  310,20221027,   63,  165,   -1
  310,20221028,   49,  162,    0
  310,20221029,   43,  164,   -1
  310,20221030,   43,  151,   -1
  310,20221031,   56,  145,    2
  310,20221101,  128,  141,   59
  310,20221102,  109,  131,   11
  310,20221103,   95,  129,  143
  310,20221104,   36,  107,    5
  310,20221105,   80,  103,    2
  310,20221106,  113,  112,  111
  310,20221107,  103,  132,   47
  310,20221108,  103,  138,    0
  310,20221109,   96,  123,   43
  310,20221110,   84,  120,    0
  310,20221111,   73,  105,    0
  310,20221112,   33,  111,    0
  310,20221113,   28,  102,    0
  310,20221114,   49,   74,    0
  310,20221115,   86,  115,   32
  310,20221116,   95,  107,  119
  310,20221117,  118,  109,   64
  310,20221118,   57,   97,   84
  310,20221119,   40,   50,  113
  310,20221120,   63,   73,   11
  310,20221121,   77,   81,   45
  310,20221122,   97,   79,    0
  310,20221123,   95,   88,   39
  310,20221124,   90,   96,  129
  310,20221125,   69,   95,    7
  310,20221126,   74,   84,   -1
  310,20221127,   87,   77,  161
  310,20221128,   43,   90,   25
  310,20221129,   22,   70,    0
  310,20221130,   20,   68,   -1
  310,20221201,   34,   52,    0
  310,20221202,   58,   39,    0
  310,20221203,   60,   23,    0
  310,20221204,   57,   18,    0
  310,20221205,   34,   50,   -1
  310,20221206,   29,   60,   38
  310,20221207,   34,   57,   88
  310,20221208,   48,   47,   45
  310,20221209,   31,   16,    0
  310,20221210,   51,   15,   36
  310,20221211,   55,   15,    0
  310,20221212,   50,    6,    0
  310,20221213,   41,   -4,    0
  310,20221214,   28,   -8,   -1
  310,20221215,   28,   21,   22
  310,20221216,   25,   26,   -1
  310,20221217,   50,    3,    0
  310,20221218,   78,    4,   39
  310,20221219,  114,   77,   34
  310,20221220,   76,   88,   56
  310,20221221,   65,   75,    6
  310,20221222,   62,   84,   79
  310,20221223,   96,   88,  146
  310,20221224,   73,   88,    0
  310,20221225,   46,   80,   90
  310,20221226,   74,   68,   11
  310,20221227,   84,   60,   17
  310,20221228,  130,   91,   27
  310,20221229,  119,   84,   24
  310,20221230,  114,   86,   59
  310,20221231,  120,  124,  137
  310,20230101,   91,  106,   20
  310,20230102,   63,   83,   20
  310,20230103,   87,   76,   37
  310,20230104,  144,  108,   18
  310,20230105,   86,   98,   10
  310,20230106,   88,  101,    4
  310,20230107,  114,   97,   20
  310,20230108,   88,   82,    8
  310,20230109,   94,   79,   64
  310,20230110,  107,   76,   32
  310,20230111,  117,   94,   31
  310,20230112,  145,  101,  242
  310,20230113,  130,   88,    1
  310,20230114,  122,   88,  106
  310,20230115,  128,   64,   32
  310,20230116,   91,   51,  142
  310,20230117,   33,   29,    0
  310,20230118,   73,   40,    2
  310,20230119,   55,   42,   13
  310,20230120,   70,   38,   25
  310,20230121,   39,    8,    0
  310,20230122,   38,   15,    0
  310,20230123,   38,   30,    0
  310,20230124,   42,   19,    0
  310,20230125,   35,    5,   24
  310,20230126,   61,   61,   19
  310,20230127,   56,   46,    0
  310,20230128,   22,   37,    0
  310,20230129,   79,   50,    0
  310,20230130,   77,   71,    0
  310,20230131,   88,   65,   -1
  310,20230201,  105,   75,    0
  310,20230202,   98,   77,    0
  310,20230203,   96,   82,    0
  310,20230204,   29,   80,   11
  310,20230205,   69,   70,    5
  310,20230206,   22,   50,    0
  310,20230207,   25,   25,    0
  310,20230208,   25,   33,    0
  310,20230209,   48,   38,    0
  310,20230210,   59,   48,    0
  310,20230211,   48,   72,    0
  310,20230212,   21,   72,    0
  310,20230213,   26,   70,    0
  310,20230214,   23,   66,    0
  310,20230215,   41,   69,    0
  310,20230216,   73,   83,    6
  310,20230217,  118,   94,   -1
  310,20230218,  128,   93,    2
  310,20230219,   66,   82,    0
  310,20230220,  104,   79,    0
  310,20230221,   46,   74,   -1
  310,20230222,   39,   69,   30
  310,20230223,   34,   74,   -1
  310,20230224,   53,   57,   16
  310,20230225,   60,   53,    2
  310,20230226,   67,   37,    0
  310,20230227,   52,   35,    0
  310,20230228,   43,   30,    7
  310,20230301,   47,   33,    0
  310,20230302,   58,   39,    0
  310,20230303,   49,   49,    0
  310,20230304,   38,   61,    5
  310,20230305,   32,   45,    1
  310,20230306,   63,   50,  159
  310,20230307,   40,   37,  105
  310,20230308,   68,   19,   74
  310,20230309,   43,   47,  136
  310,20230310,   74,   55,   60
  310,20230311,   25,   47,    0
  310,20230312,   94,   77,   19
  310,20230313,  133,  116,    6
  310,20230314,   74,   68,   54
  310,20230315,   40,   62,    1
  310,20230316,   80,   91,    5
  310,20230317,   41,   98,   -1
  310,20230318,   63,  100,   36
  310,20230319,   47,   76,    2
  310,20230320,   70,   82,    2
  310,20230321,   67,   96,   17
  310,20230322,  105,  104,   16
  310,20230323,  105,  118,   34
  310,20230324,  113,  102,   57
  310,20230325,  135,   95,   12
  310,20230326,   59,   75,   63
  310,20230327,   50,   55,    2
  310,20230328,   70,   60,   10
  310,20230329,   69,  109,    1
  310,20230330,  105,  114,    2
  310,20230331,  125,  101,  201
  310,20230401,   72,   85,   83
  310,20230402,   57,   65,   -1
  310,20230403,   57,   63,    0
  310,20230404,   40,   61,    0
  310,20230405,   18,   80,    0
  310,20230406,   62,   85,   65
  310,20230407,   44,   84,   -1
  310,20230408,   31,   93,    0
  310,20230409,   30,  109,    0
  310,20230410,   94,  107,   43
  310,20230411,  100,   98,   27
  310,20230412,  106,   92,  102
  310,20230413,  108,   91,   11
  310,20230414,   53,   97,   -1
  310,20230415,   60,  101,   10
  310,20230416,   45,   86,    0
  310,20230417,   46,   95,    0
  310,20230418,   70,   99,    0
  310,20230419,   80,  113,    0
  310,20230420,   63,   83,   -1
  310,20230421,   56,  103,   23
  310,20230422,   29,   97,    4
  310,20230423,   75,  109,  192
  310,20230424,   65,   90,   46
  310,20230425,   43,   74,   17
  310,20230426,   26,   74,    0
  310,20230427,   62,  101,   -1
  310,20230428,   73,  111,    4
  310,20230429,   42,  106,    0
  310,20230430,   35,  128,    0
  310,20230501,   41,  126,   -1
  310,20230502,   51,  101,    0
  310,20230503,   57,  109,    0
  310,20230504,   55,  145,   72
  310,20230505,   28,  138,   33
  310,20230506,   27,  145,    2
  310,20230507,   27,  152,    0
  310,20230508,   37,  129,   -1
  310,20230509,   57,  133,  163
  310,20230510,   45,  127,   -1
  310,20230511,   43,  132,   -1
  310,20230512,   62,  144,   33
  310,20230513,   68,  132,    0
  310,20230514,   45,  116,    0
  310,20230515,   57,  106,   52
  310,20230516,   44,  109,    0
  310,20230517,   45,  115,    0
  310,20230518,   44,  112,    0
  310,20230519,   54,  135,    0
  310,20230520,   68,  154,    0
  310,20230521,   58,  145,    0
  310,20230522,   51,  135,    0
  310,20230523,   67,  121,    0
  310,20230524,   39,  129,    0
  310,20230525,   58,  134,    0
  310,20230526,   70,  133,    0
  310,20230527,   50,  145,    0
  310,20230528,   66,  160,    0
  310,20230529,   82,  131,    0
  310,20230530,   63,  129,    0
  310,20230531,   68,  155,    0
  310,20230601,   70,  131,    0
  310,20230602,   62,  131,    0
  310,20230603,   62,  168,    0
  310,20230604,   63,  160,    0
  310,20230605,   71,  141,    0
  310,20230606,   66,  150,    0
  310,20230607,   60,  161,    0
  310,20230608,   58,  179,    0
  310,20230609,   55,  220,    0
  310,20230610,   59,  243,    0
  310,20230611,   39,  242,   -1
  310,20230612,   53,  233,    0
  310,20230613,   58,  228,    0
  310,20230614,   47,  221,    0
  310,20230615,   42,  212,    0
  310,20230616,   36,  207,    0
  310,20230617,   34,  217,   -1
  310,20230618,   59,  209,   39
  310,20230619,   54,  205,    1
  310,20230620,   48,  209,  176
  310,20230621,   49,  190,    0
  310,20230622,   38,  189,    3
  310,20230623,   35,  202,    0
  310,20230624,   41,  199,    0
  310,20230625,   39,  239,    0
  310,20230626,   83,  190,    0
  310,20230627,   44,  188,   15
  310,20230628,   43,  192,   -1
  310,20230629,   54,  177,    0
  310,20230630,   73,  181,    1
  310,20230701,   90,  181,   36
  310,20230702,   81,  178,    0
  310,20230703,  113,  172,   13
  310,20230704,   78,  178,   27
  310,20230705,  131,  165,  113
  310,20230706,   49,  174,    0
  310,20230707,   59,  224,    0
  310,20230708,   29,  239,   -1
  310,20230709,   36,  206,   -1
  310,20230710,   37,  204,    0
  310,20230711,   72,  205,    8
  310,20230712,  101,  184,   31
  310,20230713,   88,  183,    1
  310,20230714,   63,  200,   -1
  310,20230715,   88,  202,   27
  310,20230716,  104,  187,    1
  310,20230717,   87,  176,    3
  310,20230718,   33,  187,   -1
  310,20230719,   71,  186,   -1
  310,20230720,   25,  180,   -1
  310,20230721,   49,  175,   62
  310,20230722,   70,  171,   18
  310,20230723,   92,  185,   22
  310,20230724,   65,  174,    6
  310,20230725,   50,  169,    0
  310,20230726,   54,  177,   32
  310,20230727,  101,  176,  160
  310,20230728,   60,  189,    1
  310,20230729,   81,  186,   27
  310,20230730,  112,  173,  182
  310,20230731,  104,  176,  103
  310,20230801,   99,  178,   83
  310,20230802,  110,  181,  149
  310,20230803,   77,  170,   64
  310,20230804,   43,  170,   12
  310,20230805,   70,  157,   92
  310,20230806,   90,  152,  126
  310,20230807,   80,  166,    0
  310,20230808,   82,  166,  267
  310,20230809,   33,  169,    0
  310,20230810,   37,  198,    0
  310,20230811,   48,  197,   -1
  310,20230812,   72,  190,  147
  310,20230813,   57,  185,   -1
  310,20230814,   52,  199,   -1
  310,20230815,   40,  186,    9
  310,20230816,   31,  197,    0
  310,20230817,   50,  191,    0
  310,20230818,   40,  210,    0
  310,20230819,   66,  208,   -1
  310,20230820,   33,  203,    0
  310,20230821,   35,  197,    0
  310,20230822,   42,  190,    0
  310,20230823,   33,  196,    0
  310,20230824,   47,  206,   69
  310,20230825,   42,  189,   -1
  310,20230826,   68,  169,   23
  310,20230827,   75,  167,   60
  310,20230828,   30,  166,   55
  310,20230829,   43,  167,   -1
  310,20230830,   66,  155,  102
  310,20230831,   50,  161,   22
  310,20230901,   30,  177,   31
  310,20230902,   29,  188,   -1
  310,20230903,   31,  195,    0
  310,20230904,   42,  200,    0
  310,20230905,   38,  226,    0
  310,20230906,   32,  235,    0
  310,20230907,   40,  230,    0
  310,20230908,   22,  219,    0
  310,20230909,   28,  234,    0
  310,20230910,   34,  245,    0
  310,20230911,   42,  203,   28
  310,20230912,   33,  195,   -1
  310,20230913,   53,  181,    0
  310,20230914,   28,  183,    0
  310,20230915,   42,  198,    0
  310,20230916,   39,  209,  116
  310,20230917,   39,  193,    5
  310,20230918,  102,  193,   55
  310,20230919,  115,  171,    7
  310,20230920,  101,  194,   -1
  310,20230921,   51,  153,  166
  310,20230922,   75,  141,   35
  310,20230923,   75,  147,   25
  310,20230924,   73,  161,    0
  310,20230925,   44,  171,    0
  310,20230926,   35,  182,    0
  310,20230927,   45,  188,    0
  310,20230928,   65,  178,   -1
  310,20230929,   62,  176,    4
  310,20230930,   35,  162,   -1
  310,20231001,   43,  183,    0
  310,20231002,   37,  194,    0
  310,20231003,  102,  172,   17
  310,20231004,   84,  154,   -1
  310,20231005,   69,  156,    0
  310,20231006,   80,  163,    0
  310,20231007,   97,  181,   -1
  310,20231008,   35,  181,    0
  310,20231009,   48,  174,    0
  310,20231010,   62,  176,    0
  310,20231011,   80,  177,    4
  310,20231012,   72,  171,   43
  310,20231013,  100,  182,  206
  310,20231014,   63,  127,    2
  310,20231015,   51,  104,   17
  310,20231016,   35,  116,    0
  310,20231017,   75,  111,    0
  310,20231018,   88,  124,  110
  310,20231019,   74,  162,    1
  310,20231020,   73,  148,  223
  310,20231021,  109,  136,   77
  310,20231022,   64,  130,    6
  310,20231023,   51,  121,   88
  310,20231024,   83,  122,   21
  310,20231025,   45,  111,   18
  310,20231026,   53,  120,   10
  310,20231027,   62,  122,   48
  310,20231028,  102,  131,   32
  310,20231029,  110,  127,   60
  310,20231030,   54,  115,   45
  310,20231031,   71,  114,  101
  310,20231101,  101,  126,   20
  310,20231102,  172,  110,  202
  310,20231103,  123,  103,  120
  310,20231104,   96,  100,   83
  310,20231105,  102,  113,   13
  310,20231106,  103,  101,   32
  310,20231107,   95,   99,   14
  310,20231108,  113,   99,   85
  310,20231109,   85,   93,   52
  310,20231110,   86,   87,   32
  310,20231111,   63,   93,   -1
  310,20231112,   41,   74,    2
  310,20231113,  123,  120,   60
  310,20231114,  106,  121,  109
  310,20231115,   90,  115,   -1
  310,20231116,   35,   84,   -1
  310,20231117,   37,   81,   63
  310,20231118,   93,  102,   86
  310,20231119,  126,  123,   23
  310,20231120,   59,  101,   -1
  310,20231121,   43,   98,    8
  310,20231122,   49,   79,   -1
  310,20231123,   99,  114,    1
  310,20231124,   93,   80,   67
  310,20231125,   60,   72,  142
  310,20231126,   55,   71,   46
  310,20231127,   78,   66,  267
  310,20231128,   63,   40,    2
  310,20231129,   53,   49,   13
  310,20231130,   23,   20,   -1
  310,20231201,   37,    2,   -1
  310,20231202,   44,   10,   -1
  310,20231203,   92,   21,   18
  310,20231204,   90,   41,   81
  310,20231205,   34,   44,   14
  310,20231206,   27,   52,   33
  310,20231207,   83,   42,   10
  310,20231208,   72,   73,   20
  310,20231209,  114,   86,   64
  310,20231210,  126,   96,   32
  310,20231211,   95,   95,    8
  310,20231212,   56,   86,   70
  310,20231213,   48,   84,    4
  310,20231214,   40,   71,   11
  310,20231215,   43,   87,   -1
  310,20231216,   75,   84,    8
  310,20231217,   78,   81,    0
  310,20231218,   89,   70,    0
  310,20231219,   82,   83,  111
  310,20231220,  103,   88,    3
  310,20231221,  141,  103,   18
  310,20231222,  113,  103,    9
  310,20231223,  134,   99,    0
  310,20231224,  175,  113,   92
  310,20231225,  141,  110,  102
  310,20231226,   75,   92,   11
  310,20231227,   98,   92,   29
  310,20231228,  131,  105,    8
  310,20231229,  116,  101,   42
  310,20231230,   95,   91,    0
  310,20231231,  131,   89,   41
  310,20240101,  109,   85,   58
  310,20240102,  145,  110,  163
  310,20240103,  122,   99,   73
  310,20240104,   80,   93,   46
  310,20240105,   88,   80,  255
  310,20240106,   48,   53,   78
  310,20240107,   70,   13,   -1
  310,20240108,   80,   -8,   -1
  310,20240109,   79,  -19,    0
  310,20240110,   54,  -20,    0
  310,20240111,   35,    5,   -1
  310,20240112,   19,   45,   -1
  310,20240113,   63,   38,    1
  310,20240114,   79,   33,    4
  310,20240115,   74,   35,    6
  310,20240116,   70,   18,    0
  310,20240117,   37,    6,    0
  310,20240118,   33,   19,   38
  310,20240119,   60,   28,    0
  310,20240120,   88,   -3,    0
  310,20240121,  129,   46,    1
  310,20240122,  157,   88,   36
  310,20240123,  118,   80,   23
  310,20240124,  136,   85,    0
  310,20240125,   52,   71,    6
  310,20240126,   82,   78,   13
  310,20240127,   43,   46,    0
  310,20240128,   53,   55,    0
  310,20240129,   50,   70,    0
  310,20240130,   66,   74,    7
  310,20240131,   69,   69,   27
  310,20240201,   51,   65,   12
  310,20240202,   99,   74,    0
  310,20240203,   97,   87,    6
  310,20240204,  128,   91,   -1
  310,20240205,  130,   89,    2
  310,20240206,  158,  105,   65
  310,20240207,   39,   52,  124
  310,20240208,   70,   65,  190
  310,20240209,   90,  102,   22
  310,20240210,   52,   94,   23
  310,20240211,   43,   81,    8
  310,20240212,   58,   70,    4
  310,20240213,   85,   73,    5
  310,20240214,   92,  104,   39
  310,20240215,   60,  113,   46
  310,20240216,   61,   99,   23
  310,20240217,   52,  101,   -1
  310,20240218,   90,   97,   71
  310,20240219,   62,   90,    3
  310,20240220,   73,   88,   -1
  310,20240221,   97,   90,   52
  310,20240222,  115,   94,   84
  310,20240223,  100,   62,   20
  310,20240224,   75,   58,   68
  310,20240225,   65,   72,   -1
  310,20240226,  103,   60,  102
  310,20240227,   49,   61,    0
  310,20240228,   68,   73,   -1
  310,20240229,   92,   86,    5
  310,20240301,   94,   68,   94
  310,20240302,   73,   74,   53
  310,20240303,   31,   68,   28
  310,20240304,   28,   81,    0
  310,20240305,   26,   70,   26
  310,20240306,   23,   65,    0
  310,20240307,   59,   69,    0
  310,20240308,   82,   72,    0
  310,20240309,   78,   99,   -1
  310,20240310,   33,   89,   12
  310,20240311,   40,   79,   34
  310,20240312,   71,   86,   64
  310,20240313,   85,  104,   -1
  310,20240314,   66,  112,   -1
  310,20240315,   96,  116,    5
  310,20240316,   40,   87,    2
  310,20240317,   60,  101,   23
  310,20240318,   50,  101,   -1
  310,20240319,   47,  107,    0
  310,20240320,   22,  113,    0
  310,20240321,   38,   96,   -1
  310,20240322,   62,   93,   96
  310,20240323,   94,   78,    8
  310,20240324,   85,   77,   22
  310,20240325,   55,   83,    0
  310,20240326,   55,   97,    1
  310,20240327,   85,   90,    7
  310,20240328,  109,   96,   38
  310,20240329,   88,  107,   -1
  310,20240330,   34,   93,   66
  310,20240331,   59,  101,   36
  310,20240401,   64,  104,   -1
  310,20240402,   85,  102,   51
  310,20240403,   94,  108,   25
  310,20240404,  107,  119,  139
  310,20240405,   75,  128,   13
  310,20240406,   82,  150,    6
  310,20240407,   78,  142,   21
  310,20240408,   40,  133,  103
  310,20240409,  126,  109,    5
  310,20240410,   60,  116,   -1
  310,20240411,   70,  123,    3
  310,20240412,   64,  142,    0
  310,20240413,   73,  146,    0
  310,20240414,   41,  116,    0
  310,20240415,  118,   91,  104
  310,20240416,   91,   86,   93
