# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 310         3.596       51.442      8.00        Vlissingen  
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
STN,YYYYMMDD,FG,TG,RH
  310,20100101,   56,    6,    0
  310,20100102,   58,   12,   47
  310,20100103,   35,  -15,   15
  310,20100104,   58,   -4,    2
  310,20100105,   58,    5,    0
  310,20100106,   49,  -21,   -1
  310,20100107,   45,  -25,    1
  310,20100108,   54,  -37,   -1
  310,20100109,  110,  -12,   -1
  310,20100110,   59,   -2,   -1
  310,20100111,   25,   -2,   -1
  310,20100112,   58,   -1,   -1
  310,20100113,   70,   -4,   20
  310,20100114,   50,   17,    0
  310,20100115,   41,   13,    0
  310,20100116,   79,   22,   68
  310,20100117,   63,   46,   18
  310,20100118,   50,   37,   -1
  310,20100119,   24,   41,    5
  310,20100120,   49,   25,   -1
  310,20100121,   23,   29,    0
  310,20100122,   59,   34,    3
  310,20100123,   44,   33,  100
  310,20100124,   18,   29,   10
  310,20100125,   38,    6,    0
  310,20100126,   53,  -35,    0
  310,20100127,   65,   -2,   37
  310,20100128,   61,   40,   15
  310,20100129,   71,   29,   79
  310,20100130,   69,   21,   11
  310,20100131,   67,   22,   25
  310,20100201,   67,   24,    0
  310,20100202,  105,   35,   98
  310,20100203,   44,   33,    2
  310,20100204,   68,   52,    4
  310,20100205,   56,   46,   26
  310,20100206,   37,   32,    0
  310,20100207,   30,   22,   11
  310,20100208,   60,   -7,    3
  310,20100209,   53,  -22,    0
  310,20100210,   75,  -12,    8
  310,20100211,   85,  -13,   -1
  310,20100212,   55,   -9,    0
  310,20100213,   35,   -9,   -1
  310,20100214,   27,   -5,   14
  310,20100215,   39,  -17,    4
  310,20100216,   85,    9,   -1
  310,20100217,   36,    5,    1
  310,20100218,   59,   28,    0
  310,20100219,   82,   28,    6
  310,20100220,   54,   17,    0
  310,20100221,   70,   23,    1
  310,20100222,   56,   44,   97
  310,20100223,   67,   28,   40
  310,20100224,   70,   56,   69
  310,20100225,   91,   67,   65
  310,20100226,  123,   62,   12
  310,20100227,   77,   59,    3
  310,20100228,   93,   56,  143
  310,20100301,   52,   40,    3
  310,20100302,   33,   37,    0
  310,20100303,   51,   32,    0
  310,20100304,   54,   27,    0
  310,20100305,   58,   34,   22
  310,20100306,   78,   21,   13
  310,20100307,   61,    0,    0
  310,20100308,   47,   10,    0
  310,20100309,   57,   11,    0
  310,20100310,   76,   17,    0
  310,20100311,   57,   23,   -1
  310,20100312,   47,   40,   -1
  310,20100313,   55,   50,    0
  310,20100314,   56,   56,    1
  310,20100315,   64,   58,    1
  310,20100316,   33,   65,    3
  310,20100317,   50,   71,    0
  310,20100318,   68,   90,    0
  310,20100319,   76,  106,   45
  310,20100320,   83,  106,  107
  310,20100321,   55,   70,    8
  310,20100322,   55,   79,   -1
  310,20100323,   41,   81,   -1
  310,20100324,   55,  103,    0
  310,20100325,   69,  109,    7
  310,20100326,   64,   91,   11
  310,20100327,   70,   82,    6
  310,20100328,   70,   81,   21
  310,20100329,   46,   93,   49
  310,20100330,   84,   86,   35
  310,20100331,  133,   59,   61
  310,20100401,  110,   60,    0
  310,20100402,   91,   73,   25
  310,20100403,   67,   77,   59
  310,20100404,   63,   73,   13
  310,20100405,   56,   77,   -1
  310,20100406,   64,  102,    0
  310,20100407,   36,  104,   25
  310,20100408,   50,   84,    5
  310,20100409,   36,   95,    0
  310,20100410,   51,   75,    0
  310,20100411,   65,   73,    0
  310,20100412,   77,   91,    0
  310,20100413,   76,   88,    0
  310,20100414,   53,   90,    0
  310,20100415,   63,   93,    0
  310,20100416,   59,   78,    0
  310,20100417,   30,   80,    0
  310,20100418,   36,   95,    0
  310,20100419,   35,   95,    0
  310,20100420,   47,   88,    0
  310,20100421,   35,   71,    0
  310,20100422,   31,   70,    0
  310,20100423,   39,   88,    0
  310,20100424,   33,  126,    0
  310,20100425,   51,  123,    0
  310,20100426,   63,  106,    0
  310,20100427,   23,  133,    0
  310,20100428,   41,  150,    0
  310,20100429,   29,  162,   34
  310,20100430,   82,  111,   29
  310,20100501,   51,  105,   15
  310,20100502,   63,   89,  124
  310,20100503,   88,   71,   45
  310,20100504,   77,   80,    0
  310,20100505,   58,   87,    0
  310,20100506,   72,   91,    0
  310,20100507,   52,   85,    3
  310,20100508,   24,   91,    3
  310,20100509,   50,   97,    3
  310,20100510,   58,   84,    0
  310,20100511,   59,   76,   28
  310,20100512,   55,   71,    7
  310,20100513,   32,   82,    1
  310,20100514,   28,   89,    0
  310,20100515,   34,  100,    0
  310,20100516,   64,  112,    0
  310,20100517,   48,  112,   14
  310,20100518,   33,  104,    0
  310,20100519,   33,  117,    0
  310,20100520,   26,  134,    0
  310,20100521,   44,  138,    0
  310,20100522,   47,  124,    0
  310,20100523,   28,  162,    0
  310,20100524,   46,  159,    0
  310,20100525,   60,  144,    0
  310,20100526,   50,  105,   19
  310,20100527,   22,  115,    0
  310,20100528,   46,  126,    0
  310,20100529,   71,  142,   31
  310,20100530,   85,  130,   15
  310,20100531,   60,  120,    1
  310,20100601,   26,  123,    0
  310,20100602,   49,  138,    0
  310,20100603,   55,  161,    0
  310,20100604,   35,  172,    0
  310,20100605,   24,  201,    0
  310,20100606,   51,  169,   63
  310,20100607,   53,  150,    0
  310,20100608,   39,  167,   23
  310,20100609,   34,  167,   65
  310,20100610,   33,  174,   48
  310,20100611,   53,  146,    1
  310,20100612,   44,  139,    0
  310,20100613,   21,  142,    0
  310,20100614,   63,  160,    0
  310,20100615,   86,  137,    0
  310,20100616,   77,  149,    0
  310,20100617,   74,  163,    0
  310,20100618,   61,  132,    0
  310,20100619,   72,  119,   33
  310,20100620,   60,  120,    2
  310,20100621,   45,  133,    3
  310,20100622,   24,  155,    0
  310,20100623,   28,  188,    0
  310,20100624,   29,  180,    0
  310,20100625,   27,  192,    0
  310,20100626,   35,  204,    0
  310,20100627,   29,  221,    0
  310,20100628,   30,  199,    0
  310,20100629,   46,  186,    1
  310,20100630,   42,  194,    0
  310,20100701,   33,  211,    0
  310,20100702,   48,  235,   66
  310,20100703,   30,  185,   14
  310,20100704,   54,  185,    0
  310,20100705,   50,  177,    0
  310,20100706,   36,  169,    0
  310,20100707,   32,  195,    0
  310,20100708,   33,  216,    0
  310,20100709,   41,  234,    0
  310,20100710,   30,  219,   13
  310,20100711,   38,  214,    0
  310,20100712,   70,  199,   63
  310,20100713,   34,  202,    4
  310,20100714,   63,  199,  157
  310,20100715,   90,  189,    4
  310,20100716,   75,  190,    0
  310,20100717,   85,  173,    6
  310,20100718,   35,  177,    0
  310,20100719,   23,  213,    0
  310,20100720,   31,  236,    0
  310,20100721,   53,  203,   -1
  310,20100722,   37,  187,    0
  310,20100723,   45,  178,    1
  310,20100724,   34,  179,    0
  310,20100725,   57,  185,    0
  310,20100726,   51,  179,    2
  310,20100727,   41,  188,   13
  310,20100728,   42,  189,    8
  310,20100729,   49,  175,    3
  310,20100730,   32,  190,    0
  310,20100731,   70,  188,    4
  310,20100801,   50,  182,    4
  310,20100802,   41,  178,   22
  310,20100803,   40,  184,    0
  310,20100804,   76,  170,   37
  310,20100805,   53,  171,    0
  310,20100806,   40,  183,    0
  310,20100807,   60,  181,   82
  310,20100808,   47,  178,    1
  310,20100809,   35,  185,    0
  310,20100810,   78,  181,   21
  310,20100811,   43,  182,   10
  310,20100812,   44,  170,   33
  310,20100813,   45,  166,    9
  310,20100814,   33,  177,   64
  310,20100815,   86,  177,   12
  310,20100816,   90,  169,  714
  310,20100817,   91,  164,  242
  310,20100818,   77,  169,    0
  310,20100819,   54,  173,   -1
  310,20100820,   61,  198,    0
  310,20100821,   59,  201,    0
  310,20100822,   47,  194,   -1
  310,20100823,  115,  192,  232
  310,20100824,  121,  172,    0
  310,20100825,   57,  168,  131
  310,20100826,   75,  191,   62
  310,20100827,   60,  160,   31
  310,20100828,   70,  159,    7
  310,20100829,  105,  150,   95
  310,20100830,   85,  154,   55
  310,20100831,   31,  152,    0
  310,20100901,   28,  147,    0
  310,20100902,   40,  150,   -1
  310,20100903,   29,  151,    0
  310,20100904,   40,  153,    0
  310,20100905,   48,  159,    0
  310,20100906,   97,  166,   50
  310,20100907,   58,  160,  114
  310,20100908,   42,  147,  210
  310,20100909,   61,  169,    8
  310,20100910,   65,  168,    1
  310,20100911,   58,  179,    0
  310,20100912,   43,  161,   62
  310,20100913,   70,  163,    0
  310,20100914,  120,  168,   76
  310,20100915,  120,  153,   48
  310,20100916,   70,  141,   53
  310,20100917,   53,  131,    0
  310,20100918,   38,  134,    0
  310,20100919,   82,  143,   -1
  310,20100920,   78,  156,    0
  310,20100921,   27,  152,    0
  310,20100922,   32,  172,    0
  310,20100923,   36,  164,   13
  310,20100924,   60,  149,   18
  310,20100925,   73,  121,  116
  310,20100926,   43,  117,   63
  310,20100927,   35,  115,   28
  310,20100928,   18,  136,    0
  310,20100929,   45,  137,    6
  310,20100930,   55,  141,   18
  310,20101001,   93,  138,  100
  310,20101002,   70,  162,   25
  310,20101003,   84,  179,   84
  310,20101004,   43,  173,    0
  310,20101005,   61,  163,   16
  310,20101006,   71,  159,    5
  310,20101007,   37,  153,    0
  310,20101008,   59,  152,    0
  310,20101009,   48,  150,    0
  310,20101010,   62,  137,    0
  310,20101011,   61,  115,    0
  310,20101012,   52,  105,    0
  310,20101013,   25,  116,    0
  310,20101014,   22,  114,   -1
  310,20101015,   27,  113,  106
  310,20101016,   62,   95,   75
  310,20101017,   40,   81,    0
  310,20101018,   74,  101,    4
  310,20101019,   70,  105,   99
  310,20101020,   65,   78,  172
  310,20101021,   90,   87,    0
  310,20101022,   80,   95,    0
  310,20101023,  105,   85,   99
  310,20101024,   58,   94,   15
  310,20101025,   41,   89,   11
  310,20101026,   83,   82,   37
  310,20101027,   95,   99,   17
  310,20101028,   85,  112,    0
  310,20101029,   88,  115,    0
  310,20101030,   61,  119,    6
  310,20101031,   44,  108,   35
  310,20101101,   25,  109,    0
  310,20101102,   88,  113,    1
  310,20101103,  100,  133,   14
  310,20101104,  145,  147,    0
  310,20101105,  124,  140,   23
  310,20101106,   50,  104,   95
  310,20101107,   45,   76,   72
  310,20101108,  116,   67,    7
  310,20101109,   72,   66,   21
  310,20101110,   51,   71,   50
  310,20101111,  140,   82,  104
  310,20101112,  153,  119,  115
  310,20101113,   57,  107,  134
  310,20101114,   84,  110,   61
  310,20101115,   35,   77,    0
  310,20101116,   28,   66,    0
  310,20101117,   70,   54,    0
  310,20101118,   48,   65,   -1
  310,20101119,   50,   78,    4
  310,20101120,   35,   67,    0
  310,20101121,   47,   52,    0
  310,20101122,   48,   49,   -1
  310,20101123,   25,   57,   78
  310,20101124,   33,   46,  218
  310,20101125,   33,   29,  126
  310,20101126,   46,   21,   61
  310,20101127,   68,   13,   -1
  310,20101128,   58,    4,    0
  310,20101129,   42,  -16,    5
  310,20101130,   79,   -7,   24
  310,20101201,   93,  -44,    2
  310,20101202,   58,  -55,   30
  310,20101203,   53,  -39,   -1
  310,20101204,  123,    0,   60
  310,20101205,   59,   37,   40
  310,20101206,   28,    8,   -1
  310,20101207,   36,  -19,   -1
  310,20101208,   40,    5,    4
  310,20101209,   74,   44,   13
  310,20101210,   65,   59,   -1
  310,20101211,   59,   67,   -1
  310,20101212,   55,   47,    2
  310,20101213,   37,    8,   20
  310,20101214,   33,   -7,    0
  310,20101215,   40,   32,    1
  310,20101216,   70,   28,  141
  310,20101217,   68,   -1,   96
  310,20101218,   75,  -15,   43
  310,20101219,   52,  -10,   12
  310,20101220,   43,   -9,   -1
  310,20101221,   37,  -11,   26
  310,20101222,   45,   -3,   -1
  310,20101223,  100,    7,    0
  310,20101224,   89,    3,    0
  310,20101225,   36,    4,   -1
  310,20101226,   50,   27,   -1
  310,20101227,   65,   -1,   -1
  310,20101228,   53,   13,    5
  310,20101229,   44,   23,    5
  310,20101230,   28,   22,    0
  310,20101231,   30,   30,    1
  310,20110101,   38,   45,    8
  310,20110102,   32,   30,   14
  310,20110103,   42,   22,    4
  310,20110104,   76,   14,    0
  310,20110105,   97,   18,    3
  310,20110106,   50,   47,  166
  310,20110107,   61,   53,   70
  310,20110108,  104,   76,   48
  310,20110109,   63,   37,    0
  310,20110110,   68,   24,    0
  310,20110111,   91,   44,   19
  310,20110112,   92,   57,  207
  310,20110113,  138,   84,  144
  310,20110114,  119,   88,   47
  310,20110115,  101,   81,   -1
  310,20110116,   93,   82,    0
  310,20110117,   67,   68,    8
  310,20110118,   41,   52,  113
  310,20110119,   40,   43,   10
  310,20110120,   49,   36,    1
  310,20110121,   28,   28,   -1
  310,20110122,   50,   51,    4
  310,20110123,   55,   54,   14
  310,20110124,   54,   55,    5
  310,20110125,   55,   53,   32
  310,20110126,   42,   38,   22
  310,20110127,   70,    7,    0
  310,20110128,   68,   -8,    0
  310,20110129,   45,  -11,    0
  310,20110130,   57,  -11,    0
  310,20110131,   29,  -16,    0
  310,20110201,   59,    5,    5
  310,20110202,   80,   38,    3
  310,20110203,   80,   53,    6
  310,20110204,  153,   85,   -1
  310,20110205,  162,   95,    0
  310,20110206,  132,   89,    0
  310,20110207,  100,   74,    1
  310,20110208,   36,   60,    0
  310,20110209,   50,   49,   -1
  310,20110210,   73,   72,   76
  310,20110211,   66,   76,   28
  310,20110212,   60,   71,   30
  310,20110213,   71,   58,    0
  310,20110214,   48,   66,    4
  310,20110215,   68,   56,   16
  310,20110216,   50,   55,   -1
  310,20110217,   44,   53,    0
  310,20110218,   43,   18,    0
  310,20110219,   82,   42,   47
  310,20110220,   63,   27,    1
  310,20110221,   64,   14,    0
  310,20110222,   43,    9,    0
  310,20110223,   88,   24,   82
  310,20110224,   46,   67,   17
  310,20110225,   52,   74,   -1
  310,20110226,   74,   71,   78
  310,20110227,   70,   60,    0
  310,20110228,   46,   35,   37
  310,20110301,   67,   36,    0
  310,20110302,   75,   31,    0
  310,20110303,   67,   24,    0
  310,20110304,   44,   22,    0
  310,20110305,   41,   32,    0
  310,20110306,   56,   35,    0
  310,20110307,   53,   40,    0
  310,20110308,   55,   53,    0
  310,20110309,   90,   62,   -1
  310,20110310,  129,   76,   -1
  310,20110311,   63,   68,    0
  310,20110312,   60,   79,   -1
  310,20110313,   60,   88,   -1
  310,20110314,   28,   97,    0
  310,20110315,   56,  108,    0
  310,20110316,   71,   82,    0
  310,20110317,   47,   52,   -1
  310,20110318,   45,   62,   98
  310,20110319,   43,   56,    0
  310,20110320,   17,   65,    0
  310,20110321,   19,   79,    0
  310,20110322,   28,   87,    0
  310,20110323,   35,   89,    0
  310,20110324,   44,   99,    0
  310,20110325,   33,   97,    0
  310,20110326,   53,   73,    1
  310,20110327,   39,   82,    2
  310,20110328,   32,   75,    0
  310,20110329,   29,   92,    0
  310,20110330,   57,   97,    2
  310,20110331,  110,  107,   43
  310,20110401,   81,  118,   -1
  310,20110402,   78,  125,   18
  310,20110403,   53,   96,   -1
  310,20110404,   81,   93,    0
  310,20110405,   90,   96,   13
  310,20110406,   62,  131,    0
  310,20110407,   44,  120,    0
  310,20110408,   28,  103,    0
  310,20110409,   47,  104,    0
  310,20110410,   46,  128,    0
  310,20110411,   55,  116,   22
  310,20110412,   65,   90,   -1
  310,20110413,   40,   94,    0
  310,20110414,   30,   95,    0
  310,20110415,   28,  115,    0
  310,20110416,   22,  116,    0
  310,20110417,   37,  122,    0
  310,20110418,   43,  141,    0
  310,20110419,   39,  163,    0
  310,20110420,   37,  172,    0
  310,20110421,   25,  175,    0
  310,20110422,   46,  184,   19
  310,20110423,   27,  190,    0
  310,20110424,   40,  181,   -1
  310,20110425,   43,  165,    0
  310,20110426,   54,  147,    0
  310,20110427,   85,  107,   -1
  310,20110428,   48,  126,   44
  310,20110429,   65,  159,    7
  310,20110430,   84,  164,    0
  310,20110501,   81,  145,    0
  310,20110502,   93,  117,    0
  310,20110503,   70,   96,    0
  310,20110504,   39,   99,    0
  310,20110505,   41,  134,    0
  310,20110506,   33,  171,    0
  310,20110507,   64,  179,    0
  310,20110508,   51,  176,   -1
  310,20110509,   33,  159,    0
  310,20110510,   29,  150,   28
  310,20110511,   47,  137,    0
  310,20110512,   71,  133,    0
  310,20110513,   35,  136,    0
  310,20110514,   64,  124,    1
  310,20110515,   65,  124,   -1
  310,20110516,   89,  136,    3
  310,20110517,   75,  143,   -1
  310,20110518,   66,  140,    0
  310,20110519,   33,  135,   -1
  310,20110520,   46,  142,    0
  310,20110521,   27,  158,   -1
  310,20110522,   86,  147,   26
  310,20110523,   88,  152,    0
  310,20110524,   90,  135,    0
  310,20110525,   38,  161,    0
  310,20110526,  117,  144,   46
  310,20110527,   59,  129,   25
  310,20110528,   98,  130,   -1
  310,20110529,   96,  155,   -1
  310,20110530,   51,  166,    9
  310,20110531,   54,  130,   12
  310,20110601,   37,  146,    0
  310,20110602,   58,  168,    0
  310,20110603,   75,  192,    0
  310,20110604,   75,  210,    0
  310,20110605,   58,  166,   -1
  310,20110606,   38,  142,   44
  310,20110607,   39,  140,   27
  310,20110608,   84,  141,    0
  310,20110609,   69,  144,   -1
  310,20110610,   38,  130,   99
  310,20110611,   64,  124,   22
  310,20110612,   61,  150,   -1
  310,20110613,   82,  159,   11
  310,20110614,   33,  170,    0
  310,20110615,   41,  174,   -1
  310,20110616,   73,  152,  239
  310,20110617,   83,  146,   20
  310,20110618,  128,  146,  106
  310,20110619,  120,  147,    4
  310,20110620,   40,  141,   33
  310,20110621,   75,  166,   -1
  310,20110622,   89,  155,   -1
  310,20110623,  104,  152,   -1
  310,20110624,   68,  156,   -1
  310,20110625,   81,  149,   38
  310,20110626,   45,  182,    0
  310,20110627,   51,  232,    0
  310,20110628,   41,  216,   14
  310,20110629,   58,  161,   -1
  310,20110630,   35,  160,   -1
  310,20110701,   45,  153,    0
  310,20110702,   45,  147,    0
  310,20110703,   40,  158,    0
  310,20110704,   37,  167,    0
  310,20110705,   45,  197,    2
  310,20110706,   68,  175,   32
  310,20110707,   66,  172,   71
  310,20110708,   78,  174,   44
  310,20110709,   81,  170,    2
  310,20110710,   45,  172,    0
  310,20110711,   31,  184,    0
  310,20110712,   74,  183,   94
  310,20110713,   74,  149,   17
  310,20110714,  106,  137,  383
  310,20110715,   50,  173,    0
  310,20110716,   79,  163,  141
  310,20110717,  105,  157,    4
  310,20110718,  109,  155,   37
  310,20110719,   34,  159,    0
  310,20110720,   28,  160,   -1
  310,20110721,   40,  172,   -1
  310,20110722,   46,  153,   36
  310,20110723,   67,  145,   36
  310,20110724,   70,  154,    3
  310,20110725,   43,  161,   -1
  310,20110726,   41,  157,    1
  310,20110727,   23,  167,   33
  310,20110728,   47,  174,    0
  310,20110729,   43,  160,    2
  310,20110730,   39,  148,    5
  310,20110731,   26,  162,    0
  310,20110801,   35,  181,    0
  310,20110802,   27,  207,    2
  310,20110803,   38,  196,   24
  310,20110804,   65,  189,   32
  310,20110805,   46,  183,    5
  310,20110806,   45,  172,   93
  310,20110807,   85,  165,   21
  310,20110808,   94,  164,   69
  310,20110809,   64,  153,   16
  310,20110810,   85,  168,    0
  310,20110811,  105,  179,    1
  310,20110812,   54,  179,   -1
  310,20110813,   58,  178,   24
  310,20110814,   52,  170,  149
  310,20110815,   36,  173,   -1
  310,20110816,   45,  178,   -1
  310,20110817,   50,  175,   -1
  310,20110818,   49,  173,   37
  310,20110819,   41,  166,    6
  310,20110820,   40,  185,    0
  310,20110821,   60,  202,    0
  310,20110822,   44,  177,    7
  310,20110823,   60,  192,   97
  310,20110824,   48,  174,   28
  310,20110825,   48,  181,    1
  310,20110826,   75,  176,  225
  310,20110827,   85,  148,   73
  310,20110828,   96,  153,   11
  310,20110829,   75,  153,   -1
  310,20110830,   43,  152,    1
  310,20110831,   34,  148,   -1
  310,20110901,   43,  157,    0
  310,20110902,   39,  182,    0
  310,20110903,   25,  216,  133
  310,20110904,   56,  179,   31
  310,20110905,  110,  160,    7
  310,20110906,  134,  160,  104
  310,20110907,  133,  157,   10
  310,20110908,  102,  157,   44
  310,20110909,   53,  174,    1
  310,20110910,   55,  193,   59
  310,20110911,   77,  171,   -1
  310,20110912,  128,  173,    6
  310,20110913,  109,  160,   -1
  310,20110914,   89,  152,    0
  310,20110915,   32,  153,    0
  310,20110916,   63,  159,    0
  310,20110917,   90,  149,   27
  310,20110918,   64,  133,   23
  310,20110919,   61,  146,   17
  310,20110920,   78,  163,    0
  310,20110921,   86,  160,    0
  310,20110922,   68,  151,   -1
  310,20110923,   35,  150,    0
  310,20110924,   23,  159,    0
  310,20110925,   30,  171,    0
  310,20110926,   43,  173,   -1
  310,20110927,   28,  169,    0
  310,20110928,   38,  187,    0
  310,20110929,   45,  195,    0
  310,20110930,   30,  192,    0
  310,20111001,   20,  196,    0
  310,20111002,   15,  192,    0
  310,20111003,   57,  193,    0
  310,20111004,   89,  173,    0
  310,20111005,  103,  173,    3
  310,20111006,  132,  150,   64
  310,20111007,   87,  124,   48
  310,20111008,   58,  119,  108
  310,20111009,   85,  142,   37
  310,20111010,  154,  167,    0
  310,20111011,  140,  166,    0
  310,20111012,   70,  152,   57
  310,20111013,   45,  123,    0
  310,20111014,   58,  114,    0
  310,20111015,   55,  116,    0
  310,20111016,   38,  116,    0
  310,20111017,   75,  136,    0
  310,20111018,  111,  120,   86
  310,20111019,   63,  106,   16
  310,20111020,   42,   90,   24
  310,20111021,   57,   95,    0
  310,20111022,   68,   81,    0
  310,20111023,   82,  111,    0
  310,20111024,  118,  106,    0
  310,20111025,   70,  118,  101
  310,20111026,   80,  116,    2
  310,20111027,   65,  123,   -1
  310,20111028,   22,  136,   -1
  310,20111029,   46,  136,    0
  310,20111030,   56,  130,    0
  310,20111031,   54,  135,    0
  310,20111101,   56,  128,   15
  310,20111102,   64,  121,    0
  310,20111103,   75,  148,    8
  310,20111104,   88,  148,   -1
  310,20111105,   32,  136,   15
  310,20111106,   67,  130,    0
  310,20111107,   66,  105,    0
  310,20111108,   51,  103,    1
  310,20111109,   53,  123,   -1
  310,20111110,   50,  109,    0
  310,20111111,   78,   79,    0
  310,20111112,   44,   99,    0
  310,20111113,   54,   73,    0
  310,20111114,   41,   61,    0
  310,20111115,   56,   55,    0
  310,20111116,   55,   34,    0
  310,20111117,   52,   69,    0
  310,20111118,   52,   88,    0
  310,20111119,   30,   84,    0
  310,20111120,   24,   56,    0
  310,20111121,   29,   40,    0
  310,20111122,   21,   88,   -1
  310,20111123,   35,  102,    0
  310,20111124,   68,   88,    0
  310,20111125,   88,  102,   -1
  310,20111126,   90,   93,   -1
  310,20111127,  100,  103,    1
  310,20111128,   60,   73,    0
  310,20111129,  109,   89,   -1
  310,20111130,   78,   82,    0
  310,20111201,   92,  101,  274
  310,20111202,   65,   77,   40
  310,20111203,  107,   93,   33
  310,20111204,   85,   91,    5
  310,20111205,  110,   70,   25
  310,20111206,   92,   68,   74
  310,20111207,  131,   81,   15
  310,20111208,  125,   83,   55
  310,20111209,  110,   76,    1
  310,20111210,   72,   58,    0
  310,20111211,   78,   52,   13
  310,20111212,   98,   76,    7
  310,20111213,  145,   81,   48
  310,20111214,  104,   51,   97
  310,20111215,  107,   59,  209
  310,20111216,   92,   45,  271
  310,20111217,   60,   57,   32
  310,20111218,   56,   36,  144
  310,20111219,   76,   31,   52
  310,20111220,   70,   69,   27
  310,20111221,   38,   62,   39
  310,20111222,   68,   85,    0
  310,20111223,   90,   85,   44
  310,20111224,   84,   66,    4
  310,20111225,  108,   90,    1
  310,20111226,   92,   94,   -1
  310,20111227,   58,   76,    0
  310,20111228,  102,   65,   -1
  310,20111229,  125,   74,   70
  310,20111230,   75,   60,   16
  310,20111231,   83,   86,   10
  310,20120101,  103,  107,  107
  310,20120102,   83,   71,    8
  310,20120103,  152,   80,  105
  310,20120104,  146,   80,   14
  310,20120105,  149,   83,   19
  310,20120106,   85,   65,    5
  310,20120107,  101,   85,   18
  310,20120108,   60,   79,   -1
  310,20120109,   68,   85,    5
  310,20120110,   51,   80,    0
  310,20120111,   66,   81,    1
  310,20120112,   90,   78,   -1
  310,20120113,   43,   61,    2
  310,20120114,   24,   48,   -1
  310,20120115,   39,   36,    0
  310,20120116,   32,   21,    0
  310,20120117,   46,   27,    0
  310,20120118,   88,   36,   22
  310,20120119,   94,   78,   87
  310,20120120,   86,   61,   50
  310,20120121,  113,   80,   19
  310,20120122,  107,   76,   14
  310,20120123,   67,   66,   -1
  310,20120124,   49,   44,   21
  310,20120125,   56,   54,   25
  310,20120126,   74,   66,   19
  310,20120127,   65,   51,    1
  310,20120128,   31,   44,    5
  310,20120129,   42,    7,    0
  310,20120130,   23,    0,   -1
  310,20120131,   60,  -15,    0
  310,20120201,   90,  -35,    0
  310,20120202,   76,  -48,    0
  310,20120203,   50,  -41,   38
  310,20120204,   43,  -66,    0
  310,20120205,   63,  -42,   -1
  310,20120206,   33,  -34,   -1
  310,20120207,   64,  -63,    0
  310,20120208,   63,  -29,    0
  310,20120209,   37,  -32,    0
  310,20120210,   40,  -45,    0
  310,20120211,   40,  -60,    0
  310,20120212,   31,  -21,   10
  310,20120213,   46,   35,   37
  310,20120214,   65,   50,   15
  310,20120215,   97,   64,    2
  310,20120216,   53,   50,   -1
  310,20120217,   71,   51,   27
  310,20120218,  100,   62,   70
  310,20120219,   58,   34,    6
  310,20120220,   55,   30,    0
  310,20120221,   81,   51,    0
  310,20120222,   98,   59,    7
  310,20120223,   84,   75,    1
  310,20120224,   74,   66,   -1
  310,20120225,   41,   56,    0
  310,20120226,   30,   50,    0
  310,20120227,   54,   51,   -1
  310,20120228,   48,   71,    4
  310,20120229,   31,   72,    0
  310,20120301,   18,   70,    0
  310,20120302,   38,   72,    0
  310,20120303,   52,   76,   -1
  310,20120304,   53,   65,   89
  310,20120305,   58,   46,   42
  310,20120306,   38,   43,   -1
  310,20120307,   84,   49,   81
  310,20120308,   47,   57,    0
  310,20120309,   61,   68,    0
  310,20120310,   53,   73,    0
  310,20120311,   32,   86,    0
  310,20120312,   30,   75,    0
  310,20120313,   30,   73,    0
  310,20120314,   28,   70,    0
  310,20120315,   34,   89,    0
  310,20120316,   63,   79,    0
  310,20120317,   58,   80,    4
  310,20120318,   60,   69,   17
  310,20120319,   36,   62,    0
  310,20120320,   39,   72,    0
  310,20120321,   27,   88,    0
  310,20120322,   50,  120,    0
  310,20120323,   33,  118,    0
  310,20120324,   36,  112,    0
  310,20120325,   40,   81,    0
  310,20120326,   50,  105,    0
  310,20120327,   38,  103,    0
  310,20120328,   29,  105,    0
  310,20120329,   38,   92,    0
  310,20120330,   47,   82,   -1
